,duration,vehicle_in,vehicle_out
0,1099.5196494204129,3537,2191
1,1089.01153629713,3554,2081
2,1118.3232004588472,3487,2116
3,1073.1499871366093,3887,2474
4,1042.0930116886348,4021,2655
5,1020.7275184275185,4070,2705
6,1041.187822777929,3679,2439
7,998.2777043110289,3781,2526
8,892.2443313280888,4322,3243
9,726.9488082901554,4825,3634
10,768.4676830577625,4657,3515
11,630.2785221274868,4926,3958
12,612.6910367616688,4842,3862
13,696.9507150715071,4545,3651
14,567.789602947196,4886,4025
15,559.101680493512,4701,3825
16,454.8877492877493,5265,4483
17,490.2208881265485,5247,4407
18,437.1100832562442,5405,4702
19,410.7677100494234,5463,4752
20,439.16309501232695,5273,4582
21,463.89878383679877,5098,4399
22,411.0423368459974,5409,4719
23,410.76117519826965,5548,4787
24,434.19748287988153,5403,4622
25,444.6571589416401,5329,4557
26,434.62344417610996,5383,4587
27,439.1042944785276,5379,4609
28,436.4016348773842,5505,4763
29,450.9887597637645,5249,4355
30,435.898588410104,5384,4614
31,430.08653473030654,5154,4385
32,384.6906838799721,5732,5080
33,407.3126869611121,5683,4992
34,379.64979267449894,5788,5094
35,417.52638190954775,5572,4819
36,414.1789400034983,5717,4979
37,361.8102780711017,5682,4935
38,375.226127085552,5634,4903
39,376.41387102381367,5753,5016
40,371.0753058762709,5803,5094
41,365.5070348223707,5686,4975
42,341.25418994413405,5728,5046
43,347.7724754244862,5595,4910
44,340.36655314572505,5579,4939
45,347.54946837267977,5549,4889
46,336.5518701482004,5668,5008
47,333.95981045981046,5698,5021
48,331.3511265164645,5770,5099
49,334.09061097687265,5794,5182
50,367.0748959778086,5768,5083
51,337.81205978354234,5821,5176
52,334.1496293742458,5801,5162
53,325.7308952906676,5797,5190
54,323.4308510638298,5828,5216
55,329.79391304347826,5750,5080
56,326.6278350515464,5820,5207
57,335.4792817679558,5792,5202
58,354.1019108280255,5809,5185
59,328.7485890200103,5847,5199
60,321.21619248331575,5694,5098
61,332.95602662929224,5708,5093
62,351.1410847217299,5642,4936
63,329.97634483967056,5707,5040
64,332.2986780993212,5598,4950
65,335.2089709762533,5685,5017
66,314.43931444561036,5718,5177
67,316.6161739130435,5750,5195
68,335.84456863429966,5726,5070
69,321.92522553782095,5764,5118
70,333.30373342637824,5732,5054
71,309.9944713199724,5788,5249
72,312.33876500857633,5830,5278
73,313.90571978310305,5717,5144
74,315.0837893296854,5848,5261
75,319.26840047594766,5883,5207
76,324.88593595245953,6058,5336
77,325.1869235836627,6072,5394
78,327.7008433934182,6047,5326
79,323.06977132365216,5991,5347
